"333","ACC","340","Accounting for Non-Profit Organizations","A study of municipal, charitable, and other nonprofit groups with emphasis on organizational relationships, internal manage, budgeting, reporting to involved agencies and people, overall performance evaluation, and system layout.","U","Grade of C or better in ACC 202","3"
"334","ACC","410","Fraud Examination","This course is designed as an exploration into the knowledge of the significance of fraud within the present-day enterprise world. This course is designed to feature knowledge about accounting fraud research for accounting majors and other fascinated business majors. it will provide college students with extra anti-fraud schooling. subjects encompass the character of fraud, preventive measures, detection methods and technology.","U","Grade of C or better in BLW 280","3"
"335","ACC","425","Topics in Accounting","This course is designed to study selected cutting-edge topics in Accounting. this is a complicated Accounting direction that offers topics no longer covered in other application guides and/or explores selected topics in greater depth. topics might encompass ancient improvement of theory and exercise, law Impacting Accounting, hazard management and Accounting, file production accounting and finance, and so on. This direction can be repeated for credit. topics have mentioned the use of a variety of getting to know tools together with textbooks, journal articles, case studies, active studies, and laptop simulations.","U","Grade of C or better in ACC 301","3"
"336","ACC","430","Auditing","Designed to offer students knowledge of auditing standards and methods, the course will explore the evaluation of inner manage and the strategies of accounting report presentation. studies and discussion of social, enterprise, and professional ethics and current case studies will be involved.","U","Grade of C or better in ACC 302 and 310","3"
"337","ACC","431","Federal Tax Accounting II","This course covers federal tax legal guidelines concerning commercial enterprise entities. It discusses the computation of the company earnings tax and the taxation of partnerships and S corporations. particular emphasis is given to the tax treatment of transactions among corporations and their shareholders and between partnerships and their companions The course describes the tax regulation as set forth within the internal revenue Code, Treasury regulations, IRS rulings and pronouncements, and court decisions.","U","Grade of C or better in ACC 330 and 301 ","3"
"338","ACC","440","Advanced Accounting","This course completes the economic accounting sequence all started in principles of Accounting (ACC 201) and continued inside the two Intermediate Accounting guides (ACC 301 and 302). The path will cover commonly universal accounting standards for stockholders equity, compensatory stock alternatives, intercompany equity investments, consolidated financial statements, overseas foreign money transactions, and partnerships.","U","Grade of C or better in ACC 302","3"
"339","ADO","310","Discipline Specific Methods: English Language Arts Grades 7-12","This course is designed to help potential middle and adolescent English teachers better apprehend curricular issues; local, kingdom, and countrywide requirements and reform efforts; and particular methods for developing the English and language arts understanding and abilities of all freshmen. observe of curriculum and techniques of guidance within the English language arts in grades 7-12; cognizance on the nation and countrywide learning standards; instructional choice-making; mastering theories; curricular content material; environments conducive to fostering the growth of diverse college students; using era to guide learning; collaboration with other professionals to assist college students with special academic needs; investigations springing up from area-based totally practicum.","U","Grade of C or better in EDU 301 ","3"
"340","ADO","313","Field Experience III: Discipline Specific English Language Arts Grades 7-12","observation and participation assignments in a school placement approximately 4 hours each week.","U","Grade of C or better in EDU 303","3"
"341","ADO","320","Discipline Specific Methods: Second Language Acquisition/Modern Language","This route is guided with the aid of neighborhood, nation, and countrywide learning standards as planning, academic strategies, assessment strategies, and management fashions are introduced for grades 7-12 overseas and second language school rooms. candidates turn into acquainted with theories concerning the nature of language, the function of the language across social elegance, geographic regions and time, the purchase of language, the nature of “scalability,” and motives and dreams for studying a foreign or 2d language. This course emphasizes teacher candidates’ transformation into experts through reflective and sensible software of idea and research to build expert expertise, talent, and dispositions and encourages persevering with the boom in overseas language teaching.","U","Grade of C or better in EDU 301","3"
"342","ADO","323","Field Experience III: Discipline Specific Second Language Acquisition/Modern Language Grades 7-12","Teacher candidates observe, take part in, and teach mini-lessons in remote places Language lecture rooms, guided via experienced cooperating teachers and college supervisors for you to accumulate facts on the relationship among various newbies, instructors, schools, and curricula. further to watching coaching exercise and curriculum, candidates will do not forget problems of energy, politics, fairness, language, and equality.","U","Grade of C or better in EDU 303","3"
"343","ADO","330","Discipline Specific Methods: Mathematics Grades 7-12","Study of curriculum and techniques of training in arithmetic in Grades 7-12; awareness and nearby, state, and countrywide standards; academic decision-making; gaining knowledge of theories; curricular content; multicultural and all-capability environments; the usage of generation to assist learning; investigations bobbing up from discipline-based totally practicum.","U","Grade of C or better in EDU 301","3"
"344","ADO","333","Field Experience III: Discipline Specific Mathematics Grades 7-12","This course is a field placement that calls for observation and participation assignments in a college putting, about 4 hours in line with week. This practicum direction is designed to help potential middle and high faculty teachers higher understand curricular troubles; state and countrywide standards and reform efforts; infusion technology in guidance; and specific techniques for developing mathematics abilities and inclinations for all beginners.","U","Grade of C or better in EDU 303","3"
"345","ADO","340","Discipline Specific Methods: Science Grades 7-12","This course emphasizes study of the nature of science; how middle and excessive college college students examine science (which include technology misconceptions); the curriculum (guided with the aid of nearby, state, and country wide studying standards); and pedagogy suitable for teaching science to middle and high faculty students. studying theories, curricular content, multicultural and inclusive environments, the use of era to assist getting to know, and investigations bobbing up from the field-primarily based practicum are explored. Inquiry, reflection, interpretation of studies, modeling, and exercise are used to build professional understanding, skill, and tendencies, and encourage persevering with increase in technological know-how coaching.","U","Grade of C or better in EDU 301","3"
"346","ADO","343","Field Experience III: Science Practicum Grades 7-12","Observation and participation assignments in a school setting, approximately four hours per week. This practicum course is designed to help prospective middle and high school teachers better understand the relationships among diverse learners, teachers, schools, and curricula. In addition, prospective teachers will focus on state and national standards and reform efforts, infusion of technology in instruction, and specific methods for developing science skills and dispositions for all learners.","U","Grade of C or better in EDU 303","3"
"347","ADO","350","Discipline Specific Methods: Social Studies Grades 7-12","This course is the study of curriculum and techniques of coaching in social research, grades 7-12, with a focus on state and national requirements; educational decision-making; studying theories; curricular content; strategies of inquiry, environments conducive to fostering boom of various college students; use of technology to guide gaining knowledge of; collaboration with other experts to help students with special instructional desires; and investigations bobbing up from field-based stories.","U","Grade of C or better in EDU 301","3"
"348","ADO","353","Field Experience III: Social Studies Practicum Grades 7-12","Observation and participation assignments in a college placing, approximately four hours according to week. This practicum path is designed to assist prospective middle and excessive school teachers in better understand curricular issues; a nation and countrywide requirements and reform efforts; infusion of technology in preparation; and precise methods for growing social research competencies and dispositions for all rookies.","U","Grade of C or better in EDU 303","3"
"349","ADO","394","Interdisciplinary Methods Grades 7-12","This course is intended to offer youth training candidates with the capacity to make use of the interrelationship of disciplined know-how to in addition student know-how about how the sector features. Math, science, social research, English, and foreign language training candidates will examine the not unusual foundations, conceptual overlaps, and regions now not addressed through conventional faculty subjects, but inherent in the broad spectrum of academia. via a concept-driven technique, businesses of interdisciplinary candidates will expand pupil mastering sports and unit plans, which perhaps implemented in classroom settings. The reason is to increase reflective educators who can collaborate to use a variety of incorporated coaching techniques which are inquiry-based totally and could deal with the wishes and improvement tiers of all newbies.","U","Grade of C or better in EDU 301","3"
"350","ADO","420","Student Teaching Grades 7-12","This is one of the culminating courses of the undergraduate formative years 7-12 programs. It affords the candidate with the opportunity to combine content information and exercise to sell proper mastering for all college students to ensure social justice in a setting appropriate for the NYS initial coaching certificate.","U","Grade of C or better in EDU 380 or EDU 381","3"
"351","ADO","421","Cross-Cultural Student Teaching Grades 7-12","This is one of two culmination courses of the undergraduate adolescence 7-12 programs. It provides the trainer candidate with the possibility to integrate content material understanding and exercise to sell authentic learning for all college students to ensure social justice in various putting appropriate for the NYS preliminary teaching certificate.","U","Grade of C or better in ADO 420","3"
"352","ARS","210","Sub-Saharan Africa & Diaspora","An introduction to Sub-Saharan Africa through the major disciplines of the humanities and the social sciences the interest is given to Africa, the Caribbean, and the USA and to the cultural, financial, historic, political, and social interrelationships that exist among them. A vast overview, interdisciplinary in nature in place of a deep or specialized technique to the problem count.","U","None","3"
"353","ARS","499","Independent Study","Individual study within the field of African studies beneath the direct supervision of a branch college member.","U","Instructor permission required","3"
"354","ASL","101","Elementary American Sign Language","A beginning course in American Sign Language as used within the American Deaf community. A fundamental look at guide communication strategies, combines eye and aural education, fingerspelling, conceptualization, shape, and syntax of yank signal Language. Receptive capabilities (reading signs and symptoms and fingerspelling) and expressive capabilities (signing and fingerspelling someone’s very own thoughts) also are emphasized as is an introduction to the tradition of the Deaf network.","U","None","3"
"355","ASL","102","Continuing Elementary American Sign Language","A continuation of study in American Sign Language as used within the American Deaf community. A greater advance in guide conversation strategies, blended eye, and aural training, fingerspelling, conceptualization, shape, and syntax of yank signal Language. Receptive talents (studying signs and fingerspelling) and expressive abilities (signing and fingerspelling someone’s own thoughts) are also emphasized, as is an extra superior to have a look at the lifestyle of the Deaf community.","U","Grade of C or better in ASL 101","3"
"356","ASL","201","Intermediate American Sign Language","Evaluate simple grammar, non-guided markers, and culture. Creation of extra intermediate degree vocabulary, sentence structures, which include non-manual markers, and development of intermediate level expressive, receptive, and conversational abilities. persevered have a look at of Deaf way of life.","U","Grade of C or better in ASL 102","3"
"357","ASL","301","Intro to American Deaf Culture","Broaden an understanding of the culture, network, and lives and contributions of Deaf in America. Learn how Deaf people interact with each other and manipulate their lives in a hearing international. Explore how Deaf humans are understood from a cultural angle and have contributed to the cultural development of us.","U","Grade of C or better in ASL 102","3"
"358","AMS","100","Introduction to American Studies","This course introduces students to the united states as an item to look at and to American research as an area.","U","None","3"
"359","AMS","400","Seminar In American Studies","The subject of the seminar varies depending on student and school hobby, coping with some element or period of yank lifestyles and subculture. The interdisciplinary method is pressured; emphasis upon individual research.","U","Instructor permission required","3"
"360","AMS","499","Independent Study","Individual study in the subject of American research below the direct supervision of a branch college member.","U","Instructor permission required","3"
"361","ANT","111","Archaeology and Human Evolution","This course introduces students to the extensive and fascinating sweep of human organic and cultural evolution. the primary 1/2 of the course addresses evolutionary principle and the evidence for human evolution derived from human genetics and organic variety, primate conduct, and paleoanthropology. the second 1/2 offers archaeological theories and techniques, and develops a narrative of cultural evolution from the earliest device making, to the upward push of the remarkable historical civilizations, to present-day troubles in prehistory.","U","None","3"
"362","ANT","112","Cultural Anthropology","This course is designed to introduce college students to the concept of lifestyle. subjects range from tribal politics and economies to the evolution of sex, love, and marriage, and the nature of religion. It emphasizes that people are culturally structured beings, that cultural variety is rooted in our struggles to preserve our ethnic, tribal, and personal identities at the same time as adapting to changing environmental circumstances.","U","None","3"
"363","ANT","198","First Year Signature Course",,"U","None","3"
"364","ANT","210","Anthropological Theory, Part I","This is the first in a series of two courses that discover the origins and development of the principle and exercise of ethnography in socio-cultural anthropology. This aspect of the principle collection specializes in the intellectual and disciplinary origins of anthropology from antiquity thru the Fifties.","U","Grade of C or better in ANT 112","3"
"365","ANT","211","Anthropological Theory, Part II","This course provides a thorough historical past on principal anthropological theories, concepts, and debates from the Sixties onward. We explore the analytic frames that contemporary anthropologists use to conceptualize, apprehend, account for, and describe humans socially and culturally lived worlds and reports.","U","Grade of C or better in ANT 111 or ANT 112 and ANT 210","3"
"366","ANT","230","Introductory Archaeology","A survey of strategies and methods of archaeological studies with special attention centered on an explicitly scientific approach.","U","Grade of C or better in ANT 111","3"
"367","ANT","280","Biological Anthropology","This course introduces students to the biological foundation of human evolution and adaptableness. It addresses problems of genetics and human evolution, modern-day population dynamics, human adaptability in different environments, human variety, survey of the primates, and primate conduct.","U","Grade of C or better in ANT 111","3"
"368","ANT","300","Sex and Gender Across Cultures","This course explores sex and gender as those ideas are socially and culturally built inside and throughout a couple of cultures. Emphasizing crucial and considerate reading, evaluation, and discussion, the route addresses how shared understandings of gender, sexuality, ethnicity, and class have an effect on humans’ identities, opportunities, and studies in their social worlds.","U","Grade of C or better in ANT 112 OR SOC 100 OR WST 200","3"
"369","ANT","301","Selected Topics","This course offers students the possibility to study subjects in Anthropology that are not presently blanketed within the normal curriculum. each segment of this course is devoted to a particular subject matter chosen by the teacher.","U","Grade of C or better in ANT 111 OR 112 OR SOC 100","3"
"370","ANT","302","Teaching Anthropology I","This course offers qualified and promising college students the possibility to participate in the construction and execution of an anthropology direction. beneath the teacher’s steerage, the pupil aids in take a look at production and assessment, and introduces diverse pedagogical strategies. The pupil gains experience in undertaking assessment periods, teaching a lesson, and evaluating textbooks. because of those and other activities, anthropology students are capable of gain realistic experience in writing, speaking, organizing, and evaluating a good way to stand them in good stead whether or not they go to graduate faculty or immediately enter the body of workers.","U","Instructor permission required","3"
"371","ANT","303","Conservation and Ethical Treatment of Nonhuman Primates","This course examines the diversity of nonhuman primates, their conduct, and intelligence. included are a survey of primate growth and improvement, behavioral ecology, cognitive abilities, and social systems as well as social, political, and ecological troubles worried in conservation and moral remedy of primates in captivity and the wild.","U","Grade of C or better in BIO 101 OR BIO 120 OR BIO 207 OR ANT 111","3"
"372","ANT","310","Research Methods","This course introduces college students to research strategies utilized in anthropological studies, each qualitative and quantitative. The medical technique may be mentioned in the element and installed in its ancient and cultural context. Ethnographic techniques could be special and mentioned within the first portion of the route; how such methods are used to gather, analyze, and document cross-cultural data can be explored. the usage of quantitative strategies in diverse contexts (e.g., human populations, forensic skeletal evidence) will incorporate the second one portion of the direction.","U","Grade of C or better in ANT 111 OR 112 OR SOC 100 OR PSY 100","3"
"373","ANT","321","Caves, Paintings and Carvings: The Paleolithic of Southern France","This course will explore the present-day archaeological research of the Paleolithic length inside the Dordogne area of France. that is a quarter path with 8 weeks of sophistication training. A trip to the Dordogne will comply with, with opportunities to view the predominant cave and rock artwork websites mentioned in elegance.","U","Grade of C or better in ANT 111","3"
"374","ANT","331","Digging Up the Past: Humans and the Environment Through the Ages","This course examines adjustments in the human relationship with the environment related to the evolution from searching and collecting, to farming, to complicated states. It makes a specialty of populace boom, environmental degradation, and depletion of resources in historical societies which includes the ones of the Egyptians, Sumerians, and Maya, and our personal.","U","Instructor permission required","3"
"375","ANT","335","Experimental Archaeology","This course explores the role of imitative experiments in cutting-edge archaeology. these experiments deliver the past to lifestyles through replicating ancient technology and site formation processes and provide a valuable complement to more conventional strategies of facts recovery and evaluation. Examples consist of making and checking out the operation of replicas of Neolithic stone axes, top Palaeolithic lamps, and historical Mesoamerican pottery kilns, transporting heavy items together with Easter Island statues, and reconstructing Iron Age houses and farms.","U","Instructor permission required","3"
"376","ANT","337","Archaeology, Historic Preservation, and Cultural Resource Management (CRM)","This is an introduction to the history of present-day legislation, and exercise of historic renovation and Cultural resource control (CRM) inside u.s.a.. Emphasis is placed on the use of historic, archaeological, and other anthropological records to assess historical sources and homes under cutting-edge federal and state law.","U","Grade of C or better in ANT 111 or ANT 112","3"
"377","ANT","338","Prehispanic Civilizations of Mesoamerica","This course includes a thorough advent of the modern-day history of Mesoamerica and its primary civilizations based totally on archaeology, artwork records, and ethnohistory. Emphasis is located on the usage of archaeological statistics and models to make inferences about Mesoamerican history. This route will also include in-class sports designed to present students first-hand to enjoy deciphering archaeological evidence.","U","Instructor permission required","3"
"378","ANT","339","Archaeology of the American Southwest","This course consists of a radical introduction to the modern records of the USA Southwestern region and its essential cultures and population facilities-based totally on archaeology, artwork records, and ethnohistory. Emphasis is located on using archaeological statistics and fashions to make inferences about Southwestern history. This course may also encompass in-elegance sports designed to provide college students first-hand revel in interpreting the archaeological proof","U","Instructor permission required","3"
"379","ANT","341","Archaeology of the Old World","This course includes a radical creation of the modern history of most of the regions of the vintage global and its main civilizations based on archaeology, artwork records, and ethnohistory. Emphasis is located on the use of archaeological records and models to make inferences about the fundamental ancient civilizations. This direction will also encompass in-class sports designed to present students first-hand revel in deciphering archaeological proof.","U","Instructor permission required","3"
"380","ANT","344","Language and Culture","Linguistic variety and change; cultural emphasis in language and relation to international view.","U","Grade of C or better in ANT 112 OR COG 166 OR LIN 100 OR SOC 100","3"
"381","ANT","345","Sociolinguistics","This course explores the relationships between language and society. It examines the occasions which lead to versions in linguistic behavior inside societies and their social importance. Emphasis is given to the outcomes of gender, age, elegance, and ethnic variations on verbal and written styles of expression.","U","Grade of C or better in ANT 112 OR LIN 100 OR SOC 100","3"
"382","ANT","354","Forensic Anthropology","This course introduces college students to the utility of biological anthropology to felony contexts. subjects will include human osteology, determination of a minimum variety of individuals, postmortem c language (PMI), sex, age, stature, and ante-, peri-, and postmortem trauma. How establishing these characteristics can result in a superb or circumstantial identity and/or be utilized in a court docket of law could be the very last point of attention.","U","Grade of C or better in ANT 111 OR 112","3"
"383","ANT","355","Medical Anthropology","Introduction to theory and practice of anthropologist running with scientific personnel or investigating fitness associated employees or investigating health-associated hassle in a pass-cultural angle.","U","Grade of C or better in ANT 111 OR 112 OR SOC 100 OR BIO 101","3"
"384","ANT","356","Cultural History of the Iroquois","This course starts with an exam of Haudenosaunee prehistory and strains the development of the cultural patterns that characterized their society at the time of contact. Archaeological, ethnohistorical, and ethnographic facts are used to elucidate the social, political, religious, and monetary components of traditional Haudenosaunee life and to explain the changes that resulted from interactions with Europeans. The problems confronting Haudenosaunee groups today are tested from the views of both the Haudenosaunee themselves and their non-native American pals.","U","Instructor permission required","3"
"385","ANT","368","Death and Dying: A Cross-Cultural Perspective","Human demise is visible from an organic and cultural angle. The evolution of cultural response to death is explained.","U","Grade of C or better in ANT 111 OR 112","3"
"386","ANT","372","Peoples and Culture of China","A review of the predominant patterns of Chinese language way of life. the usage of archaeological, ancient, linguistic, ethnographic, and different sources, to set up an outline of the growth and improvement of the Chinese language kingdom. attention might be given to the concept of China as a ‘donor’ lifestyle, as well as the character and effect of social alternate in present-day Chinese language society.","U","Grade of C or better in ANT 112","3"
"387","ANT","375","North American Indians","A survey of North American Indians including brief descriptions of their prehistory, money owed in their lifestyles in the past, the ancient adjustments they have skilled, and discussion in their current lifestyles-patterns, authorities policies and problems.","U","Instructor permission required","3"
"388","ANT","383","Disease and Human Behavior","The evolution of human development has been paralleled by way of the evolution of illnesses that have been special to or shared with their human host and others. diseases have formed our biological and social development. The development and impact of various illnesses on human conduct and biology have been sizable and enduring. it is the relationship between ailment and human behavior and the dynamics of this association so that it will be installed and reviewed.","U","Grade of C or better in ANT 111 OR 112","3"
"389","ANT","395","Globalization and Global Cultures","This course explores the strategies and results of globalization. with the aid of investigating the rapid drift of capital, human beings, goods, pix, and ideologies across cultures, societies, and international locations, it pays careful interest to ideas about tradition, modernity, tradition, colonialism/put up-colonialism, capitalism, identity exchange, nationalism/transnationalism, Diaspora, and the advent of a “global way of life.”","U","Grade of C or better in ANT 112 and GLS 200","3"
"390","ANT","399","Independent Study","Individual study inside the discipline of anthropology under the direct supervision of a branch college member.","U","Instructor permission only","3"
"391","ANT","402","Teaching Anthropology II","This course is for college students who have taken ANT 302. however, this path, whilst requiring the sports of the student, incorporate with it higher expectancies for overall performance and participation. This path offers certified and promising college students the possibility to take part in the creation and execution of an anthropology direction. beneath the teacher’s steering, the pupil aids in take a look at construction and evaluation, and introduces numerous pedagogical techniques. The student gains revel in carrying out evaluation sessions, teaching a lesson, and evaluating textbooks. due to these and other sports, anthropology college students are capable of gain sensible enjoyment in writing, talking, organizing, and comparing with a view to stand them in precise stead whether they go to graduate college or immediately input the group of workers.","U","Instructor permission only","3"
"392","ANT","410","Issues in Anthropology: History, Theory, Methods","This course integrates records, methods, and reality in anthropology from the 18th century to the present. It stresses the improvement of theories of lifestyle, structure, and exchange of their historic contexts, and examines methods of collecting, processing, and interpreting facts as they relate to numerous theoretical stances. It encourages essential concepts about modern-day arguments on the character of humans. It includes the student in short strategies tasks.","U","Grade of C or better in ANT 310","3"
"393","ANT","430","Advanced Archaeology","This course makes a specialty of modern-day archaeological approach and idea, with special emphasis on experimental archaeology and the utility of statistical techniques and computer systems to statistics acquisition, presentation, and interpretation. students will conduct a laptop-primarily based “digital” dig on the way to result in the analysis and interpretation of information from an actual site.","U","Grade of C or better in ANT 230","3"
"394","ANT","442","Races and Minorities","Majority-minority family members; biology of race, stratification variables of energy, prestige, wealth; emphasis on improvement, function, and institutionalization of prejudice and discrimination.","U","Grade of C or better in ANT 112 OR SOC 100","3"
"395","ANT","451","Human Osteology","In this path, college students advantage in-intensity expertise of human skeletal anatomy (osteology), that's vital for work in bioarchaeology, forensics, anatomy, medicinal drug, and greater. Anthropometric techniques might be tested to estimate age-at-loss of life, sex, stature, and ancestry, and medico-felony and archaeological applications will be mentioned.","U","Grade of C or better in ANT 280 or 354 or BIO 203 or ZOO 305","3"
"396","ANT","454","Advanced Forensic Anthropology","Students in ANT 454 will delve into an in-depth exploration of Forensic Anthropology strategies and casework. extensive observe of age willpower, trauma evaluation, ancestry, and scene restoration strategies could be some of the focal points. The maximum latest issues and technology inside the discipline will also be provided and discussed. palms-on laboratory assignments during the path will increase the scholars’ getting to know revel in.","U","Grade of C or better in ANT 354","3"
"397","ANT","455","Human Growth and Development","This course examines human and nonhuman primate boom and improvement from idea to adulthood via an evolutionary and geo-cultural attitude. students inspect genetic, social, and ecological effects on the increase, such as character and populace variations and secular traits. specific awareness on prenatal development, pregnancy, infancy and breastfeeding, reproductive ecology, and menopause.","U","Grade of C or better in ANT 111 or BIO 203","3"
"398","ANT","498","Internship","A course designed for top division college students who wish to participate in a semester-long internship associated with their instructional essential, minor, or professional hobby region. College students will work in a position for the reason of trying out academic learning in a situation.","U","Instructor permission required","3"
"399","ANT","499","Independent Study","Individual study in the area of anthropology under the direct supervision of a department faculty member.","U","Instructor permission required","3"
"400","ARA","101","Elementary Arabic","Preparation of college students with no previous expertise in Arabic in the fundamentals of sound machine, oral expression, reading, and writing. creation of the Arabic way of life.","U","None","3"
"401","ARA","102","Continuing Elementary Arabic","Continuation of Arabic 101: instruction of students with previous knowledge of Arabic in the fundamentals of sound structures, oral expression, studying, writing, and Arabic way of life.","U","Grade of C or better in ARA 101","3"
"402","ART","100","Introduction to the Visual Arts","A worldwide survey of art and different forms of visible tradition inclusive of advertising, movement photographs, and tv. This direction will emphasize the ancient, theoretical, and cultural contexts that inform the manufacturing and evaluation of visible way of life. it will increase the scholar's knowledge of the humanities and their role inside the production of tradition as well as stimulate aesthetic debate and critical wondering.","U","None","3"
"403","ART","102","Topics in Traditional Media and Methods","Studio direction in conventional media designed to teach substances and methods in a visual arts subject. students discover creative expression thru the given substances and methods of a particular media within such areas as ceramics, photography, drawing, portray and layout. can be repeated up to six credits in a second topic.","U","None","3"
"404","ART","103","Topics in Emerging Media and Methods","This is a subject-primarily based studio direction designed to teach rising media and strategies within the visible arts. students explore inventive expression thru processes and technology precise to an area of emerging media with such regions as laptop photos, pictures, multimedia, and motion portraits. students might also take the path for added credit in a 2nd subject matter.","U","None","3"
"405","ART","105","Design Concepts I: 2D","Studio course focusing on the manner, standards, and vocabulary of design through an exam of the ideas of two-dimensional visible business enterprise. visual evaluation, perception, and aesthetics can be addressed through an exploration of media and content material.","U","None","3"
"406","ART","106","Design Concepts II: 3D","Studio course focusing on the process, concepts, and vocabulary utilized in growing three-dimensional forms. Investigations will consciousness at the shape of form and development of space via a number of substances.","U","None","3"
"407","ART","110","Gender and Contemporary Visual Culture","This course introduces feminist and art historic methodologies to the evaluation of modern-day visual way of life inside the U.S. college students will expand visual literacy capabilities important to knowledge diffusion of media, frequently problematizing attempts to distinguish among “excessive-artwork” and “popular culture” in an increasing number of international and media-saturated society.","U","None","3"
"408","ART","111","Freshman Colloquium","Introduces college students to the disciplines and ranges which are part of a visible arts education consisting of the ways wherein the visible arts connect with other disciplines. students are asked to increase their information on visible artwork and define their role inside the manufacturing and look at visual artwork.","U","None","3"
"409","ART","205","Design Concepts II - 2D","This studio course specializes in advanced concepts and research strategies of layout through an examination of thematic content material. visible evaluation and business enterprise, interpretation, and that means may be addressed thru this inquiry.","U","Grade of C or better in ART 105","3"
"410","ART","207","Digital Media","Gives a look at the studio experience in laptop graphic applications. studies encompass bit-map and object-orientated drawing, format, and photo manipulation. Emphasis is placed on utilizing the laptop as an innovative photo-generating device in addition to imparting a foundation understanding of dimensional layout, visible conversation, image layout, and illustration.","U","None","3"
"411","ART","209","Typography","Provides look at the studio revel in centered on type-targeted visual verbal exchange for print and display screen. The course investigates anatomy of a kind, type category, typographic structures, hierarchy, and visible problem-solving. sporting events will discover contemporary and historic practices with an emphasis on letter bureaucracy, alphabets, and typefaces as structures of signs and emblems.","U","Grade of C or better in ART 207","3"
"412","ART","210","Drawing I","An introductory studio course in fundamental principles, focusing on the interpretation of the 3-dimensional global to the two dimensional surface. An emphasis will be given to observational evaluation, form description and spatial production.","U","None","3"
"413","ART","211","Drawing to Communicate","This is an introductory path that explores drawing as a research, design and verbal exchange exercise. An emphasis can be given to observational evaluation, shape, and spatial construction.  reports with a spread of subject count number and media might be explored.","U","None","3"
"414","ART","215","Painting I","Painting I surveys the records and exercise of painting mediums. superior shade theory, paint blending, and mixing strategies are covered via demonstrations and arms-on experience. Painting I introduces college students to fundamental semiotic studies and contemporary processes to the media. The direction is designed to explore the specific characteristics of painting and to do not forget the standards that underlie the advent of paintings.","U","Grade of C or better in ART 105 or 210","3"
"415","ART","220","Watercolor Painting I","Introduction to watercolor painting.","U","None","3"
"416","ART","225","Introduction to Printmaking","Introduction to Printmaking surveys the history and exercise of great art print mediums. Intaglio, comfort, lithography, screenprinting and virtual techniques are blanketed with demonstrations and hands-on enjoyment. The route is designed to discover the particular traits of prints and to keep in mind the ideas that underlie the creation of revealed work.","U","Grade of C or better in ART 105 or ART 210","3"
"417","ART","230","Ceramics I","Introduction to ceramic substances, processes, and artistic introduction in clay. students may be brought to a selection of building techniques and surfaces for their ceramic portions. Emphasis is placed on craftsmanship and creative use of shape and surface décor.","U","Grade of C or better in ART 105 or ART 106","3"
"418","ART","240","Photography I","Photography is a way of private and interpersonal expression. Laboratory techniques in black and white processes and basic basics in the digital camera and darkroom paintings. advent to shade slides.","U","None","3"
